Store_ID,Store_Name,Ownership_Type,Street_Address,City,State,Country,Postcode,Phone_Number,Timezone,Longitude,Latitude,Revenue,Profits,Gross_Profit_Margin,Number_of_Employees,Customers,Best_Selling_Item
70083-139594,NY Chittenango Travel Plaza,Licensed,"2188 Tag Rd, Putnam Plaza",Canastota,NY,US,130324561,315-687-0015,GMT-05:00 America/New_York,-75.84,43.1,38.099,9.288,-0.188,116,19605,Big Breakfast with Egg Whites (Regular Biscuit)
17665-183831,Target Colerain T-1545,Licensed,9040 Colerain Ave,Cincinnati,OH,US,45251,,GMT-05:00 America/New_York,-84.59,39.24,18.021,2.317,4.480,59,8541,Big Breakfast with Egg Whites (Large Biscuit)
19787-189469,Kroger - Cincinnati #428,Licensed,4777 Kenard Avenue,Cincinnati,OH,US,45232,513-681-7650,GMT-05:00 America/New_York,-84.51,39.16,15.004,3.169,1.002,50,16477,Big Breakfast with Hotcakes (Regular Biscuit)
75221-94079,U of Cincinnati Student Life Ctr,Licensed,45 W Charlton St,Cincinnati,OH,US,452191926,513-556-1255,GMT-05:00 America/New_York,-84.51,39.13,37.755,2.670,14.190,115,2989,Big Breakfast with Hotcakes (Large Biscuit)
2212-639,Mariemont/The Strand,Company Owned,"6800 Wooster Pike, University Square",Cincinnati,OH,US,452274324,(513) 272-6839,GMT-05:00 America/New_York,-84.38,39.15,19.026,1.711,6.347,62,4834,Big Breakfast with Hotcakes and Egg Whites (Regular Biscuit)
2420-201504,University Square,Company Owned,"234 Calhoun Street, 5107",Cincinnati,OH,US,45219,5132813100,GMT-05:00 America/New_York,-84.52,39.13,22.264,2.298,6.777,71,6107,Big Breakfast with Hotcakes and Egg Whites (Large Biscuit)
73876-103619,Kroger-Cincinnati #948,Licensed,6165 Glenway Avenue,Cincinnati,OH,US,452116338,513-719-2401,GMT-05:00 America/New_York,-84.62,39.14,42.039,5.604,10.011,127,8998,Hotcakes
21456-209565,CLE C371,Licensed,Cleveland Hopkins International Airport,Cleveland,OH,US,44181,,GMT-05:00 America/New_York,-81.84,41.41,19.808,2.188,5.712,64,6806,Hotcakes and Sausage
75224-93773,CWRU - Residential Village,Licensed,1677 E 115th Street,Cleveland,OH,US,441061712,216-469-6684,GMT-05:00 America/New_York,-81.6,41.51,36.052,9.727,-2.241,110,22102,Sausage Burrito
76740-99373,Target Cleveland South T-2228,Licensed,3465 Steelyard Dr,Cleveland,OH,US,441092385,216-325-1107,GMT-05:00 America/New_York,-81.69,41.46,49.044,12.418,-1.255,147,20506,Cinnamon Melts
15313-159926,Safeway-Palmer #1739,Licensed,664 W Evergreen Ave,Palmer,AK,US,996456535,907-761-1400,GMT-09:00 America/Anchorage,-149.13,61.6,38.444,2.854,14.151,117,3328,Fruit & Maple Oatmeal
72980-94694,Fred Meyer - Palmer #649,Licensed,650 N Cobb St,Palmer,AK,US,996456387,907-761-4200,GMT-09:00 America/Anchorage,-149.12,61.6,45.553,11.772,-1.690,137,21008,Fruit & Maple Oatmeal without Brown Sugar
74706-97007,Safeway-Seward #2728,Licensed,1907 Seward Hwy,Seward,AK,US,99664,,GMT-09:00 America/Anchorage,-149.43,60.13,35.869,3.891,10.502,110,6613,Big Mac
72946-94692,Fred Meyer-Soldotna #17,Licensed,43843 Sterling Hwy,Soldotna,AK,US,996697640,907-260-2200,GMT-09:00 America/Anchorage,-151.05,60.49,24.774,4.752,2.711,78,14615,Quarter Pounder with Cheese
74695-94706,Safeway-Soldotna #548,Licensed,44282 Sterling Hwy S,Soldotna,AK,US,996698033,907-714-5400,GMT-09:00 America/Anchorage,-151.07,60.48,36.640,5.227,7.971,112,9896,Quarter Pounder with Bacon & Cheese
17912-136436,Parks Hwy & Palmer Wasilla Hwy,Company Owned,"1771 East Parks Hwy, Unit #4",Wasilla,AK,US,996548104,907-376-6055,GMT-09:00 America/Anchorage,-149.41,61.58,18.388,4.747,-0.670,60,20980,Quarter Pounder with Bacon Habanero Ranch
4146-104969,Safeway - Wasilla #1811,Licensed,595 E Parks Hwy,Wasilla,AK,US,996548102,907-352-1100,GMT-09:00 America/Anchorage,-149.44,61.58,39.336,6.715,6.131,120,12589,Quarter Pounder Deluxe
76916-131305,Target Wasilla T-2339,Licensed,1801 E Parks Hwy,Wasilla,AK,US,996547350,907-631-7200,GMT-09:00 America/Anchorage,-149.41,61.58,40.710,11.895,-4.535,123,24251,Double Quarter Pounder with Cheese
72773-82040,Fred Meyer - Wasilla #653,Licensed,1501 East Parks Highway,Wasilla,AK,US,996548283,907-352-5000,GMT-09:00 America/Anchorage,-149.41,61.58,43.056,2.872,16.564,130,2603,Hamburger
70086-134936,Universiy of Central Oklahoma,Licensed,100 N University Dr,Edmond,OK,US,730345207,405-974-3008,GMT-06:00 America/Chicago,-97.47,35.65,31.773,1.631,13.296,98,1129,Cheeseburger
72664-64982,Super Target Edmond ST-1398,Licensed,1200 E 2nd St,Edmond,OK,US,730345317,405-844-5072,GMT-06:00 America/Chicago,-97.46,35.65,15.377,1.891,4.011,51,8008,Double Cheeseburger
10612-101375,Cleveland & Owen K. Garriott,Company Owned,2326 W Owen K. Garriott,Enid,OK,US,737035535,580-234-3726,GMT-06:00 America/Chicago,-97.91,36.39,36.725,3.893,10.951,112,6378,Bacon Clubhouse Burger
27316-246764,Fort Sill BX,Licensed,1718 Macomb Rd,Fort Sill,OK,US,73503,5802501759,GMT-06:00 America/Chicago,-98.4,34.67,49.416,5.617,13.903,148,7113,McDouble
22602-222605,Hwy 75 & 121st,Company Owned,12111 South Vancouver Ave,Glenpool,OK,US,74033,9188910629,GMT-06:00 America/Chicago,-96.01,35.99,29.000,5.613,3.062,90,14782,Bacon McDouble
17056-178330,Target Lawton T-2739,Licensed,2030 NW 82nd St,Lawton,OK,US,73505,580-354-7274,GMT-06:00 America/Chicago,-98.49,34.63,46.219,4.679,14.268,139,5919,Daily Double
10168-99962,Cache & NW 40th,Company Owned,3908 Cache Road,Lawton,OK,US,735053734,580-351-9719,GMT-06:00 America/Chicago,-98.44,34.62,47.327,9.155,5.010,142,14771,Jalapeño Double
10754-101629,29th & Air Depot,Company Owned,7203 SE 29th Street,Midwest City,OK,US,731106092,(405) 736-6500,GMT-06:00 America/Chicago,-97.4,35.44,36.161,2.693,13.292,110,3350,McRib
76482-98011,Target Midwest City T-2061,Licensed,7305 SE 29th St,Midwest City,OK,US,731106122,405-455-4000,GMT-06:00 America/Chicago,-97.4,35.44,44.352,12.119,-3.092,134,22431,Premium Crispy Chicken Classic Sandwich
10753-102015,19th & Telephone,Company Owned,620 SW 19th Street,Moore,OK,US,731605439,(405)793-7460,GMT-06:00 America/Chicago,-97.5,35.32,49.681,4.066,17.457,149,4056,Premium Grilled Chicken Classic Sandwich
458-1344,Timberhill,Company Owned,2305 NW Kings Blvd,Corvallis,OR,US,973303924,(541) 758-4069,GMT-08:00 America/Los_Angeles,-123.28,44.59,29.562,8.125,-2.164,92,22584,Premium Crispy Chicken Club Sandwich
3415-86784,9th & Garfield - Corvallis,Company Owned,"1705 NW 9th Street, Suite B",Corvallis,OR,US,973302100,541/738-1172,GMT-08:00 America/Los_Angeles,-123.26,44.58,38.106,8.172,2.273,116,16786,Premium Grilled Chicken Club Sandwich
79547-104100,Safeway - Cottage Grove #1458,Licensed,1500 E Main Street,Cottage Grove,OR,US,974242208,541-642-3413,GMT-08:00 America/Los_Angeles,-123.05,43.8,28.026,2.529,9.330,87,4863,Premium Crispy Chicken Ranch BLT Sandwich
10170-96331,"244 Ellendale Ave- Dallas, OR",Company Owned,"244 E Ellendale Ave, 1",Dallas,OR,US,973381523,503-623-5231,GMT-08:00 America/Los_Angeles,-123.31,44.93,28.751,7.268,-0.710,89,20468,Premium Grilled Chicken Ranch BLT Sandwich
74778-98723,Safeway - Dallas -#4404,Licensed,138 W Ellendale Ave,Dallas,OR,US,973381408,503-831-6000,GMT-08:00 America/Los_Angeles,-123.31,44.93,46.193,6.864,9.447,139,10465,Bacon Clubhouse Crispy Chicken Sandwich
79622-104108,Safeway - Boring #521,Licensed,20151 SE 212th,Damascus,OR,US,970899220,503-658-7000,GMT-08:00 America/Los_Angeles,-122.46,45.42,19.283,3.393,2.783,62,13091,Bacon Clubhouse Grilled Chicken Sandwich
70366-136369,Safeway-Eugene #4513,Licensed,350 E 40th Ave,Eugene,OR,US,974053404,541-342-4067,GMT-08:00 America/Los_Angeles,-123.09,44.01,33.455,7.667,0.913,103,18199,Southern Style Crispy Chicken Sandwich
422-157,Eugene,Company Owned,205 E. 18th Street,Eugene,OR,US,974014108,541-465-9813,GMT-08:00 America/Los_Angeles,-123.09,44.04,35.228,5.789,5.985,108,11976,Bacon Cheddar McChicken
17920-172645,W. 11th & Acorn Park - Eugene,Company Owned,3110 W. 11th Avenue,Eugene,OR,US,97402,5413431041,GMT-08:00 America/Los_Angeles,-123.14,44.05,43.736,9.430,2.496,132,16899,Bacon Buffalo Ranch McChicken
756-2040,One Oliver Plaza,Company Owned,210 Sixth Avenue,Pittsburgh,PA,US,152222601,412-642-9066,GMT-05:00 America/New_York,-80,40.44,41.830,5.410,10.328,127,8616,Buffalo Ranch McChicken
7887-72865,Sixth Street,Company Owned,"202 Sixth Street, Lafayette Plaza",Pittsburgh,PA,US,152223102,412-281-2380,GMT-05:00 America/New_York,-80,40.44,19.539,2.000,5.983,63,6028,Premium McWrap Chicken & Bacon (Crispy Chicken)
10052-99312,"Robinson, Lafayette Plaza",Company Owned,227 Summit Park Drive,Pittsburgh,PA,US,152751203,412-809-3045,GMT-05:00 America/New_York,-80.18,40.45,24.401,4.027,4.108,77,12043,Premium McWrap Chicken & Bacon (Grilled Chicken)
17198-172190,Cumberland Valley Travel Plaza,Licensed,Pennsylvania Turnpike MP 219.12,Plainfield,PA,US,17081,717-218-5949,GMT-05:00 America/New_York,-77.28,40.21,21.436,6.078,-1.981,68,23422,Premium McWrap Chicken & Ranch (Crispy Chicken)
24889-237527,Target Plymouth Meeting T-1269,Licensed,2250 Chemical Rd,Plymouth Meeting,PA,US,19462,610-276-0042,GMT-05:00 America/New_York,-75.29,40.1,46.177,5.910,11.539,139,8486,Premium McWrap Chicken & Ranch (Grilled Chicken)
24455-93327,Giant-Plymouth Meeting #11,Licensed,2450 Chemical Rd,Plymouth Meeting,PA,US,19462,610-941-0830,GMT-05:00 America/New_York,-75.29,40.1,34.809,9.092,-1.505,107,21276,Premium McWrap Southwest Chicken (Crispy Chicken)
764-603,Plymouth Meeting,Company Owned,"413 West Germantown Pike, Philadelphia Premium Outlets",Plymouth Meeting,PA,US,194621301,610-941-4263,GMT-05:00 America/New_York,-75.29,40.11,21.704,4.074,2.572,69,14219,Premium McWrap Southwest Chicken (Grilled Chicken)
14221-107001,Philadelphia Premium Outlets,Company Owned,"18 Lightcap Road, 1039, Trainers Corner Shopping Center",Pottstown,PA,US,194647806,610-970-6430,GMT-05:00 America/New_York,-75.57,40.24,41.092,3.204,14.789,125,3684,Premium McWrap Chicken Sweet Chili (Crispy Chicken)
7940-95325,Quakertown,Company Owned,262 North Westend Boulevard,Quakertown,PA,US,189512324,215-804-1171,GMT-05:00 America/New_York,-75.36,40.45,19.859,1.548,7.148,64,3684,Premium McWrap Chicken Sweet Chili (Grilled Chicken)
76745-106439,Target Richlandtown (Quakertown) T-,Licensed,610 N West End Blvd,Quakertown,PA,US,189514100,215-529-2720,GMT-05:00 America/New_York,-75.37,40.46,23.810,3.581,4.775,75,10638,Chicken McNuggets (4 piece)
10211-99817,Keith & 1st,Company Owned,653 West Inman St,Cleveland,TN,US,373111786,423-472-1351,GMT-05:00 America/New_York,-84.88,35.16,20.543,1.773,7.016,66,4486,Chicken McNuggets (6 piece)
76881-121299,Target Cleveland T-2367,Licensed,4570 Frontage Rd NW,Cleveland,TN,US,373122905,423-790-3000,GMT-05:00 America/New_York,-84.84,35.26,44.015,3.627,15.412,133,4111,Chicken McNuggets (10 piece)
17746-178124,Paul Huff & I-75,Company Owned,615 Paul Huff Parkway NW,Cleveland,TN,US,37312,423.339.8145,GMT-05:00 America/New_York,-84.86,35.21,41.815,11.164,-2.338,127,21830,Chicken McNuggets (20 piece)
10084-99523,Houston Levee & Winchester,Company Owned,3603 S Houston Levee Rd,Collierville,TN,US,380179014,901-850-1604,GMT-06:00 America/Chicago,-89.73,35.05,23.606,1.575,9.080,75,2606,Chicken McNuggets (40 piece)
8362-16534,Collierville,Company Owned,897 Poplar,Collierville,TN,US,380175145,901-861-2762,GMT-06:00 America/Chicago,-89.69,35.05,15.645,1.818,4.314,52,7358,Filet-O-Fish
76241-91588,Target Collierville T-1907,Licensed,325 New Byhalia Rd,Collierville,TN,US,380173705,901-860-0000,GMT-06:00 America/Chicago,-89.69,35.05,25.813,5.652,1.283,81,17221,Premium Bacon Ranch Salad (without Chicken)
25983-237524,Kroger Columbia #507,Licensed,1202 S James Campbell Blvd,Columbia,TN,US,38401,,GMT-06:00 America/Chicago,-87.06,35.6,28.379,6.794,0.134,88,19184,Premium Bacon Ranch Salad with Crispy Chicken
10616-101627,Jefferson & Interstate,Company Owned,1105 Interstate Drive,Cookeville,TN,US,385014133,931-525-6503,GMT-06:00 America/Chicago,-85.51,36.14,33.230,2.326,12.542,102,2920,Premium Bacon Ranch Salad with Grilled Chicken
70334-135770,Tennessee Tech University,Licensed,1000 North Dixie,Cookeville,TN,US,38505,931-372-3276,GMT-06:00 America/Chicago,-85.5,36.17,48.278,6.953,10.361,145,10025,Premium Southwest Salad (without Chicken)
10791-102282,Houston Levee & Macon,Company Owned,1181 North Houston Levee,Cordova,TN,US,380186616,901-624-9022,GMT-06:00 America/Chicago,-89.73,35.16,45.083,5.631,11.571,136,8190,Premium Southwest Salad with Crispy Chicken
6386-13970,William Cannon & Westgate,Company Owned,6816  Westgate Blvd.,Austin,TX,US,787492226,512-444-7494,GMT-06:00 America/Chicago,-97.82,30.21,44.057,10.912,-0.594,133,19978,Premium Southwest Salad with Grilled Chicken
76383-96938,Target Austin T-1061,Licensed,5300 S Mo Pac Expy,Austin,TX,US,787491112,512-892-5535,GMT-06:00 America/Chicago,-97.83,30.23,30.763,8.779,-2.966,95,23597,Chipotle BBQ Snack Wrap (Crispy Chicken)
79603-102559,Randalls - Austin #2483,Licensed,715 Exposition,Austin,TX,US,787033615,5124775713,GMT-06:00 America/Chicago,-97.78,30.28,36.893,10.029,-2.459,113,22298,Chipotle BBQ Snack Wrap (Grilled Chicken)
6341-13118,Northland & Balcones,Company Owned,"3317 Northland Dr, Ste A",Austin,TX,US,787314974,512-458-5574,GMT-06:00 America/Chicago,-97.76,30.34,35.860,6.656,4.415,110,14018,Honey Mustard Snack Wrap (Crispy Chicken)
76104-78194,Super Target Balcones Hts ST-1523,Licensed,4522 Fredricksburg Rd,Balcones Heights,TX,US,782016521,210-280-0000,GMT-06:00 America/Chicago,-98.55,29.49,46.067,8.503,5.775,139,13920,Honey Mustard Snack Wrap (Grilled Chicken)
29132-252020,407 & McMakin,Company Owned,"3012 FM 407, 200",Bartonville,TX,US,76226,2144708156,GMT-06:00 America/Chicago,-97.13,33.08,44.079,11.582,-2.055,133,21423,Ranch Snack Wrap (Crispy Chicken)
25202-201748,Kroger Southwest Store #572,Licensed,3400 FM 407 E,Bartonville,TX,US,76226,940-294-8251,GMT-06:00 America/Chicago,-97.13,33.08,41.786,12.145,-4.512,127,24101,Ranch Snack Wrap (Grilled Chicken)
11698-103876,71 & Hasler,Company Owned,501 B Hwy 71 West,Bastrop,TX,US,786023737,512-321-8051,GMT-06:00 America/Chicago,-97.33,30.11,33.019,2.700,11.607,101,4050,Small French Fries
29831-247784,Kroger Baytown #150,Licensed,6231 Garth Rd,Baytown,TX,US,77251,346-216-4154,GMT-06:00 America/Chicago,-94.98,29.79,35.010,7.805,1.434,107,17602,Medium French Fries
76418-96282,Target Baytown T-887,Licensed,4510 Garth Rd,Baytown,TX,US,775212124,281-427-0265,GMT-06:00 America/Chicago,-94.98,29.77,18.209,3.889,1.121,59,16703,Large French Fries
24500-237076,American Fork - 500 E and State,Company Owned,496 E State Street,American Fork,UT,US,84003,8013807114,GMT-07:00 America/Denver,-111.79,40.37,19.859,4.977,-0.397,64,20261,Kids French Fries
22873-222264,Smith's - Bountiful #444,Licensed,555 S 200 W,Bountiful,UT,US,84010,801-397-7800,GMT-07:00 America/Denver,-111.89,40.88,37.351,8.723,0.659,114,18620,Side Salad
20321-204364,Bountiful 500S,Company Owned,422 West 500 South,Bountiful,UT,US,84010,8012983155,GMT-07:00 America/Denver,-111.89,40.88,26.504,7.015,-1.347,83,21608,Apple Slices
47968-250765,Smiths Brigham City #178,Licensed,156 S. Main,Brigham City,UT,US,84302,4357342500,GMT-07:00 America/Denver,-112.02,41.51,44.817,3.161,16.864,135,2970,Fruit 'n Yogurt Parfait
10334-99941,Providence Crossing- Cedar City,Company Owned,1233 S Sage Dr,Cedar City,UT,US,847201998,435-586-2531,GMT-07:00 America/Denver,-113.08,37.66,33.089,2.116,12.929,102,2339,Baked Apple Pie
10703-101354,Centerville Starbucks,Company Owned,"356 N. Marketplace Drive, #A100",Centerville,UT,US,840141736,801-298-0256,GMT-07:00 America/Denver,-111.89,40.92,24.545,3.665,4.981,77,10535,Chocolate Chip Cookie
24530-235844,Clearfield - Falcon Hill,Company Owned,"306 East 650 North, 106, Clinton Pines",Clearfield,UT,US,84015,3852450630,GMT-07:00 America/Denver,-112.02,41.12,46.128,8.080,6.738,139,13016,Oatmeal Raisin Cookie
10760-101874,"1800 North & 2000 West-Clinton, UT",Company Owned,1819 West 1800 North,Clinton,UT,US,840158580,801-773-3260,GMT-07:00 America/Denver,-112.06,41.14,31.729,6.033,3.590,98,14452,Kids Ice Cream Cone
6924-87506,12300 South & 1300 East-Draper,Company Owned,1283 E. Draper Pkwy.,Draper,UT,US,840209098,801-501-9177,GMT-07:00 America/Denver,-111.86,40.53,36.789,6.540,5.163,112,13266,Hot Fudge Sundae
22132-206304,Ridley's Family Markets - Eagle Mou,Licensed,"4045 E Pony Express Prkwy, Station Park",Eagle Mountain,UT,US,84005,801-789-4991,GMT-07:00 America/Denver,-111.97,40.36,24.776,1.547,9.764,78,2192,Hot Caramel Sundae
75786-96371,MIA - Main E Food Ct,Licensed,4200 NW 21st Street,Miami,FL,US,331281984,,GMT-05:00 America/New_York,-80.26,25.77,17.524,2.718,3.332,57,11092,Strawberry Sundae
29828-247324,The Bond At Brickell,Licensed,1080 Brickell  Ave.,Miami,FL,US,33130,,GMT-05:00 America/New_York,-80.19,25.76,43.015,6.184,9.254,130,10002,Coca-Cola Classic (Small)
8499-61300,47 W. Flagler St,Company Owned,"47 West Flagler Street, The Falls",Miami,FL,US,331301702,305-372-2550,GMT-05:00 America/New_York,-80.19,25.77,36.256,8.428,0.725,111,18517,Coca-Cola Classic (Medium)
28579-249825,Teavana - The Falls,Company Owned,"8888 SW 136th ST., #370A",MIAMI,FL,US,33176,786-242-2652,GMT-05:00 America/New_York,-80.34,25.65,42.132,4.755,11.930,128,7034,Coca-Cola Classic (Large)
13736-107277,2645 SW 22nd St,Company Owned,2645 SW 22nd St.,Miami,FL,US,33145,305-856-4304,GMT-05:00 America/New_York,-80.24,25.75,25.997,5.875,0.890,81,17895,Coca-Cola Classic (Child)
21216-183784,827 Arthur Godfrey Road,Company Owned,"827 West 41st Street, Unit #2",Miami Beach,FL,US,33140,7865660341,GMT-05:00 America/New_York,-80.13,25.81,37.570,6.293,6.120,114,12281,Diet Coke (Small)
8543-54279,10th St. & West Ave.,Company Owned,959 West Avenue,Miami Beach,FL,US,331395201,305-532-3367,GMT-05:00 America/New_York,-80.14,25.78,17.901,4.362,-0.083,58,19591,Diet Coke (Medium)
75553-64359,Marriott South Beach-Miami,Licensed,161 Ocean Dr,Miami Beach,FL,US,331397212,305-536-7700,GMT-05:00 America/New_York,-80.13,25.77,20.591,4.273,1.542,66,16122,Diet Coke (Large)
8557-72544,416 Lincoln Rd.,Company Owned,416 Lincoln Rd.,Miami Beach,FL,US,331393003,305-673-9684,GMT-05:00 America/New_York,-80.13,25.79,22.448,4.060,2.999,71,13561,Diet Coke (Child)
8242-629,16th & Alton,Company Owned,"1570 Alton Road, Suite A",Miami Beach,FL,US,331393344,305-538-0958,GMT-05:00 America/New_York,-80.14,25.79,26.664,5.754,1.512,83,16915,Dr Pepper (Small)
25599-241155,Delaware House Travel Plaza Cafe,Licensed,"530 JFK Memorial Highway, 302",Newark,DE,US,19702,302-731-8599,GMT-05:00 America/New_York,-75.69,39.66,23.467,5.214,1.000,74,17531,Dr Pepper (Medium)
74731-97006,Safeway-Rehoboth Beach #2706,Licensed,"4396 SR-1, 301 Rehoboth Ave",Rehoboth Beach,DE,US,19971,302-226-3073,GMT-05:00 America/New_York,-75.13,38.72,45.773,3.039,17.639,138,2574,Dr Pepper (Large)
14253-117484,301 Rehoboth Ave.,Company Owned,301 Rehoboth Ave,Rehoboth Beach,DE,US,199713114,302 227-3682,GMT-05:00 America/New_York,-75.09,38.72,45.009,10.220,1.434,136,17999,Dr Pepper (Child)
73836-100578,Harris Teeter-Selbyville #327,Licensed,31221 Americana Parkway,Selbyville,DE,US,199753785,302-436-2827,GMT-05:00 America/New_York,-75.11,38.47,43.447,8.231,4.981,131,14387,Diet Dr Pepper (Small)
76335-95673,Target Brandywine T-1146,Licensed,1050 Brandywine Pkwy,Wilmington,DE,US,198031492,302-478-2500,GMT-05:00 America/New_York,-75.54,39.83,18.395,4.990,-1.203,60,22243,Diet Dr Pepper (Medium)
20585-202066,Cobbs Ford Road,Company Owned,2588 Cobbs Ford Road,Prattville,AL,US,36066,334-285-9413,GMT-06:00 America/Chicago,-86.39,32.46,44.179,3.867,14.970,133,4604,Diet Dr Pepper (Large)
76796-108570,Target Prattville T-2274,Licensed,2754 Legends Pkwy,Prattville,AL,US,36066,334-290-6000,GMT-06:00 America/Chicago,-86.43,32.47,23.186,4.002,3.517,73,12771,Diet Dr Pepper (Child)
10249-96359,I-10 & Hwy 181,Company Owned,"30350 State Hwy 181, Suite A",Spanish Fort,AL,US,365275694,251-626-3180,GMT-06:00 America/Chicago,-87.85,30.67,34.855,9.881,-3.215,107,23415,Sprite (Small)
3453-93234,US Hwy 11 & I-459,Company Owned,"1420 Gadsden Hwy, BAMA Dining Services/Starbucks Coffee",Trussville,AL,US,352353126,205-661-3201,GMT-06:00 America/Chicago,-86.65,33.6,27.974,2.088,10.273,87,3365,Sprite (Medium)
72121-3608,U of AL - Ferguson Cntr,Licensed,"1000 McCorvey Dr., UoA-Ferguson Center",Tuscaloosa,AL,US,35487,205-348-9143,GMT-06:00 America/Chicago,-87.55,33.21,44.138,12.745,-4.582,133,23920,Sprite (Large)
13482-94577,McFarland Blvd & 15th St,Company Owned,"1800 McFarland Blvd, Suite 600",Tuscaloosa,AL,US,354045875,205-343-2468,GMT-06:00 America/Chicago,-87.53,33.2,31.900,4.215,7.680,98,8884,Sprite (Child)
72668-65003,Super Target Tuscaloosa ST-1787,Licensed,1901 13th Ave E,Tuscaloosa,AL,US,354044785,205-462-1064,GMT-06:00 America/Chicago,-87.51,33.2,48.907,13.431,-3.559,147,22565,1% Low Fat Milk Jug
48066-207044,Aramark @ U of Alabama Paul W Bryan,Licensed,838 Paul W Bryant Drive,Tuscaloosa,AL,US,35401,2053489842,GMT-06:00 America/Chicago,-87.55,33.21,17.337,1.125,6.739,57,2428,Fat Free Chocolate Milk Jug
9587-97243,Cahaba Heights & Dolly Ridge Rd,Company Owned,3130 Cahaba Heights Rd,Vestavia Hills,AL,US,352435243,205-298-7946,GMT-06:00 America/Chicago,-86.74,33.46,15.188,3.170,1.097,51,16239,Minute Maid 100% Apple Juice Box
8560-79440,Montgomery Hwy & Canyon Dr,Company Owned,"700 Montgomery Hwy, Suite 100",Vestavia Hills,AL,US,352161867,205-978-2892,GMT-06:00 America/Chicago,-86.79,33.45,25.220,2.643,7.588,79,6261,Minute Maid Orange Juice (Small)
9392-95294,"6th & C Street, SW",Company Owned,"550 C Street, SW, Suite 100",Washington,DC,US,200242572,202-484-8059,GMT-05:00 America/New_York,-77.02,38.89,22.842,4.437,2.377,72,14848,Minute Maid Orange Juice (Medium)
49899-271484,Renaissance Hotel,Company Owned,999 9th Street NW,Washington,DC,US,20001,202 868-7726,GMT-05:00 America/New_York,-77.02,38.9,23.915,4.450,2.918,75,14065,Minute Maid Orange Juice (Large)
72453-5260,DCA - Wash Nat'l-Reagan-Level 1,Licensed,"1 Aviation Circle, Washington Square",Washington,DC,US,200016000,7034178452,GMT-05:00 America/New_York,-77.04,38.86,35.098,9.673,-2.629,107,22658,Dasani Water Bottle
7281-766,1734 L Street,Company Owned,1734 'L' Street NW,Washington,DC,US,200365406,(202) 293-9180,GMT-05:00 America/New_York,-77.04,38.9,22.174,3.332,4.453,70,10627,Iced Tea (Small)
725-2024,DuPont South,Company Owned,"1301 Connecticut Avenue NW, The Portals",Washington,DC,US,200361815,202-785-4728,GMT-05:00 America/New_York,-77.04,38.91,35.082,7.255,2.682,107,16054,Iced Tea (Medium)
11869-105617,The Portals,Company Owned,1201 Maryland Avenue SW,Washington,DC,US,200246129,(202) 488-6366,GMT-05:00 America/New_York,-77.03,38.88,18.428,5.340,-1.955,60,24019,Iced Tea (Large)
21772-214865,2001 L St,Company Owned,2001 L St NW,Washington,DC,US,20036,2023314260,GMT-05:00 America/New_York,-77.05,38.9,46.254,12.734,-3.433,139,22628,Iced Tea (Child)
728-239264,1401 New York Ave II,Company Owned,1401 New York Ave NW,Washington DC,DC,US,20005,2026379555,GMT-05:00 America/New_York,-77.03,38.9,19.457,5.143,-0.974,63,21574,Sweet Tea (Small)
22797-220545,DCA B63,Licensed,1 Aviation Circle,Washington DC,DC,US,20001,7034171014,GMT-05:00 America/New_York,-77.05,38.85,46.476,6.468,10.470,140,9559,Sweet Tea (Medium)
22473-220544,DCA B35,Licensed,1 Aviation Circle,Washington DC,DC,US,20001,7034171012,GMT-05:00 America/New_York,-77.05,38.85,38.022,2.970,13.672,116,3698,Sweet Tea (Large)
74386-92938,Safeway-Colorado Springs #1286,Licensed,3275 W Colorado Ave,Colorado Springs,CO,US,809041905,,GMT-07:00 America/Denver,-104.88,38.86,20.633,3.675,2.880,66,13299,Sweet Tea (Child)
17364-173406,King Soopers-Commerce City #114,Licensed,15051 E 104th Ave,Commerce City,CO,US,80222,303-286-5464,GMT-07:00 America/Denver,-104.81,39.89,43.390,7.838,5.814,131,13542,Coffee (Small)
13604-108690,"104th & Tower, Commerce City",Company Owned,"10339 Tower Road, Conifer Town Center",Commerce City,CO,US,800229720,303-853-4400,GMT-07:00 America/Denver,-104.77,39.88,28.804,6.656,0.663,89,18385,Coffee (Medium)
13938-104015,Conifer Town Center - Conifer,Company Owned,26724 Conifer Town Center Dr,Conifer,CO,US,804338558,303-838-4924,GMT-07:00 America/Denver,-105.31,39.53,32.633,4.359,7.751,100,9025,Coffee (Large)
79529-101065,Safeway - Conifer #2792,Licensed,Hwy 285 & Light Ln,Conifer,CO,US,80433,303-838-4375,GMT-07:00 America/Denver,-105.3,39.53,40.082,8.252,3.146,122,15965,Latte (Small)
79264-93868,King Soopers-Aspen Park #87,Licensed,25637 Conifer Road,Conifer,CO,US,804339078,3038164960,GMT-07:00 America/Denver,-105.29,39.54,35.965,7.221,3.227,110,15475,Latte (Medium)
27300-241524,Copper Mtn Village Mountain Plaza,Licensed,209 Ten Mile Cr Suite 4,Copper Mountain,CO,US,80443,,GMT-07:00 America/Denver,-106.15,39.5,31.007,1.623,12.909,96,1223,Latte (Large)
20181-203487,City Market - Cortez #408,Licensed,508 East Main Street,Cortez,CO,US,81321,970-565-6504,GMT-07:00 America/Denver,-108.58,37.35,38.186,7.610,3.552,116,15331,Caramel Latte (Small)
